Time, PoorSignal, Attention, Meditation
16:34:40, 0, 54, 56
16:34:42, 0, 56, 44
16:34:43, 0, 63, 54
16:34:45, 0, 70, 60
16:34:46, 0, 53, 61
16:34:48, 0, 60, 74
16:34:49, 0, 66, 63
16:34:51, 0, 60, 69
16:34:52, 0, 67, 66
16:34:54, 0, 56, 66
16:34:55, 0, 53, 64
16:34:56, 0, 60, 63
16:34:58, 0, 56, 74
16:34:59, 0, 57, 70
16:35:01, 0, 53, 90
16:35:02, 0, 51, 83
16:35:04, 0, 44, 81
16:35:05, 0, 41, 70
16:35:07, 0, 53, 63
16:35:08, 0, 43, 56
16:35:10, 0, 48, 53
16:35:11, 0, 56, 54
16:35:13, 0, 50, 44
16:35:14, 0, 66, 40
16:35:16, 0, 63, 26
16:35:17, 0, 50, 27
16:35:19, 0, 54, 37
16:35:20, 0, 53, 47
16:35:22, 0, 63, 63
16:35:23, 0, 74, 74
16:35:25, 0, 67, 70
16:35:26, 0, 61, 77
16:35:28, 0, 66, 75
16:35:29, 0, 67, 61
16:35:31, 0, 67, 67
16:35:32, 0, 64, 63
16:35:34, 0, 56, 63
16:35:35, 0, 44, 77
16:35:37, 0, 54, 60
16:35:38, 0, 54, 63
16:35:40, 0, 54, 66
16:35:41, 0, 60, 53
16:35:43, 0, 56, 50
16:35:44, 0, 56, 53
16:35:46, 0, 64, 50
16:35:47, 0, 66, 57
16:35:49, 0, 80, 56
16:35:50, 0, 83, 44
16:35:52, 0, 67, 44
16:35:53, 0, 69, 54
16:35:55, 0, 53, 67
16:35:56, 0, 50, 70
16:35:58, 0, 64, 75
16:35:59, 0, 60, 77
16:36:01, 0, 44, 91
16:36:02, 0, 41, 97
16:36:04, 0, 30, 90
16:36:05, 0, 37, 81
16:36:07, 0, 47, 84
16:36:08, 0, 66, 74
16:36:10, 0, 67, 81
16:36:11, 0, 60, 70
16:36:13, 0, 64, 51
16:36:14, 0, 40, 66
16:36:16, 0, 50, 63
16:36:17, 0, 61, 78
16:36:19, 0, 61, 93
16:36:20, 0, 77, 81
16:36:22, 0, 67, 80
16:36:23, 0, 60, 64
16:36:25, 0, 47, 54
16:36:26, 0, 43, 54
16:36:28, 0, 41, 63
16:36:29, 0, 44, 69
16:36:31, 0, 47, 70
16:36:32, 0, 35, 75
16:36:34, 0, 38, 69
16:36:35, 0, 40, 66
16:36:37, 0, 30, 63
16:36:38, 0, 47, 48
16:36:40, 0, 51, 40
16:36:41, 0, 44, 41
16:36:43, 0, 53, 29
16:36:44, 0, 44, 35
16:36:46, 0, 29, 47
16:36:47, 0, 38, 50
16:36:49, 0, 41, 64
16:36:50, 0, 47, 77
16:36:51, 0, 48, 61
16:36:53, 0, 38, 61
16:36:54, 0, 41, 64
16:36:56, 0, 26, 69
16:36:57, 0, 26, 87
16:36:59, 0, 20, 84
16:37:00, 0, 17, 78
16:37:02, 0, 23, 64
16:37:03, 0, 26, 63
16:37:05, 0, 38, 61
16:37:06, 0, 40, 50
16:37:08, 0, 37, 47
16:37:09, 0, 34, 43
16:37:11, 0, 35, 47
16:37:12, 0, 37, 61
16:37:14, 0, 43, 64
16:37:15, 0, 54, 56
16:37:17, 0, 54, 56
16:37:18, 0, 63, 50
16:37:20, 0, 61, 53
16:37:21, 0, 60, 69
16:37:23, 0, 64, 53
16:37:24, 0, 64, 48
16:37:26, 0, 60, 50
16:37:27, 0, 57, 47
16:37:29, 0, 47, 64
16:37:30, 0, 38, 63
16:37:32, 0, 60, 61
16:37:33, 0, 54, 69
16:37:35, 0, 67, 61
16:37:36, 0, 78, 70
16:37:38, 0, 80, 69
16:37:39, 0, 87, 43
16:37:41, 0, 77, 47
